,Unnamed: 0,clicks,description,id,image,link,preferences,price,rating,score,title,Creation Date,Modified Date,Slug,Creator,unique id,parsed_preferences,list_preferences,list_gender,list_age_category,list_interest,list_occasion,list_relationship,list_style,all_unique_id
10,10,,Simple Modern 40 oz Tumbler with Handle and Straw Lid | Insulated Cup Reusable Stainless Steel Water Bottle Travel Mug Cupholder Friendly | Gifts for Women Men Him Her | Trek Collection | Almond Birch,6501d9d53c31ed0ac091f9ef,"https://images-na.ssl-images-amazon.com/images/I/71nhPE7vxHL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Simple-Modern-Tumbler-Handle-Insulated/dp/B0BHBP1X1B/ref=zg_bs_g_kitchen_sccl_3/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Fitness and Wellness , Travel and Adventure , Outdoor and Nature , Practical , Comfortable Yet Stylish , Premium Brands , Minimalistic , Birthdays , Anniversaries , Holidays , Graduations , Thank You Gifts",29.99,4.8,,Simple Modern 40 oz Tumbler with Handle and Straw Lid | Insulated Cup Reusable Stainless Steel Water Bottle Travel Mug Cupholder Friendly | Gifts for Women Men Him Her | Trek Collection | Almond Birch,"Sep 13, 2023 10:10 pm","Sep 13, 2023 10:10 pm",,hello@nocoded.space,1694623248534x616650450657511000,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['fitness and wellness', 'travel and adventure', 'outdoor and nature'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'comfortable yet stylish', 'premium brands', 'minimalistic']}","['male', 'female', 'young adult', 'adult', 'fitness and wellness', 'travel and adventure', 'outdoor and nature', 'practical', 'comfortable yet stylish', 'premium brands', 'minimalistic', 'birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['fitness and wellness', 'travel and adventure', 'outdoor and nature']","['birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts']",[],"['practical', 'comfortable yet stylish', 'premium brands', 'minimalistic']",1694623248534x616650450657511000
11,11,,"P&J Fragrance Oil Clean Home Set | Lemongrass, Fresh Cotton, Clean & Fresh, Aloe, Bamboo, Orange Candle Scents for Candle Making, Freshie Scents, Soap Making Supplies, Diffuser Oil Scents",6501d9d33c31ed0ac091f61b,"https://images-na.ssl-images-amazon.com/images/I/81Bha75j0PL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Trading-Fragrance-Oil-Clean-Home/dp/B0855BLR6Q/ref=zg_bs_g_arts-crafts_sccl_7/132-6973416-4920936?psc=1,"Female , Adult , Home and Decor , Beauty and Self-Care , Arts and Crafts , Premium Brands , Practical , Birthdays , Anniversaries , Housewarmings",16.95,4.5,,"P&J Fragrance Oil Clean Home Set | Lemongrass, Fresh Cotton, Clean & Fresh, Aloe, Bamboo, Orange Candle Scents for Candle Making, Freshie Scents, Soap Making Supplies, Diffuser Oil Scents","Sep 13, 2023 10:10 pm","Sep 13, 2023 10:10 pm",,hello@nocoded.space,1694623249550x266324173472681570,"{'gender': ['female'], 'age_category': ['25 - 45'], 'interest': ['home and decor', 'beauty and self-care', 'arts and crafts'], 'occasion': ['birthdays', 'anniversaries', 'housewarmings'], 'relationship': [], 'style': ['premium brands', 'practical']}","['female', 'adult', 'home and decor', 'beauty and self-care', 'arts and crafts', 'premium brands', 'practical', 'birthdays', 'anniversaries', 'housewarmings']",['female'],['25 - 45'],"['home and decor', 'beauty and self-care', 'arts and crafts']","['birthdays', 'anniversaries', 'housewarmings']",[],"['premium brands', 'practical']",1694623249550x266324173472681570
12,12,,EASTHILL Big Capacity Pencil Case Pouch Pen Case Simple Stationery Bag School College Office Organizer for Teens Girls Adults Student,6501d9d33c31ed0ac091f61f,"https://images-na.ssl-images-amazon.com/images/I/71q3w2Y9UZL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/EASTHILL-Capacity-Stationery-Organizer-Girls-Light/dp/B09TQWCMSL/ref=zg_bs_g_arts-crafts_sccl_9/132-6973416-4920936?psc=1,"Female , Teenager , Young Adult , Adult , Fashion and Accessories , Books and Learning , Arts and Crafts , Minimalistic , Practical , Birthdays , Holidays , Graduations , Appreciation",11.99,4.7,,EASTHILL Big Capacity Pencil Case Pouch Pen Case Simple Stationery Bag School College Office Organizer for Teens Girls Adults Student,"Sep 13, 2023 10:10 pm","Sep 13, 2023 10:10 pm",,hello@nocoded.space,1694623250463x734250124896653000,"{'gender': ['female'], 'age_category': ['12 - 18', '18 - 25', '25 - 45'], 'interest': ['fashion and accessories', 'books and learning', 'arts and crafts'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation'], 'relationship': [], 'style': ['minimalistic', 'practical']}","['female', 'teenager', 'young adult', 'adult', 'fashion and accessories', 'books and learning', 'arts and crafts', 'minimalistic', 'practical', 'birthdays', 'holidays', 'graduations', 'appreciation']",['female'],"['12 - 18', '18 - 25', '25 - 45']","['fashion and accessories', 'books and learning', 'arts and crafts']","['birthdays', 'holidays', 'graduations', 'appreciation']",[],"['minimalistic', 'practical']",1694623250463x734250124896653000
13,13,,"9 x 12 inches Sketch Book, Top Spiral Bound Sketch Pad, 1 Pack 100-Sheets (68lb/100gsm), Acid Free Art Sketchbook Artistic Drawing Painting Writing Paper for Kids Adults Beginners Artists",6501d9d33c31ed0ac091f62f,"https://images-na.ssl-images-amazon.com/images/I/71mrpkslSuL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/100-Sheets-Sketchbook-Artistic-Painting-Beginners/dp/B08TLK1ZSV/ref=zg_bs_g_arts-crafts_sccl_17/132-6973416-4920936?psc=1,"Child , Teenager , Young Adult , Adult , Arts and Crafts , Books and Learning , Minimalistic , Practical , Birthdays , Holidays , Graduations , Appreciation",12.76,4.8,,"9 x 12 inches Sketch Book, Top Spiral Bound Sketch Pad, 1 Pack 100-Sheets (68lb/100gsm), Acid Free Art Sketchbook Artistic Drawing Painting Writing Paper for Kids Adults Beginners Artists","Sep 13, 2023 10:10 pm","Sep 13, 2023 10:10 pm",,hello@nocoded.space,1694623253357x133384436572058900,"{'gender': [], 'age_category': ['under 12', '12 - 18', '18 - 25', '25 - 45'], 'interest': ['arts and crafts', 'books and learning'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation'], 'relationship': ['child'], 'style': ['minimalistic', 'practical']}","['child', 'teenager', 'young adult', 'adult', 'arts and crafts', 'books and learning', 'minimalistic', 'practical', 'birthdays', 'holidays', 'graduations', 'appreciation']",[],"['under 12', '12 - 18', '18 - 25', '25 - 45']","['arts and crafts', 'books and learning']","['birthdays', 'holidays', 'graduations', 'appreciation']",['child'],"['minimalistic', 'practical']",1694623253357x133384436572058900
14,14,,"Fiskars SoftGrip Scissors - Contoured Performance All Purpose - 8"" Stainless Steel - Straight Paper Scissors for Office, and Arts and Crafts - Grey",6501d9d33c31ed0ac091f631,"https://images-na.ssl-images-amazon.com/images/I/61b4j1GtlVL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Fiskars-01-004761J-Softgrip-Scissors-Stainless/dp/B002YIP97K/ref=zg_bs_g_arts-crafts_sccl_18/132-6973416-4920936?psc=1,"Female , Child , Teenager , Young Adult , Adult , Arts and Crafts , Home and Decor , Practical , Comfortable Yet Stylish , Birthdays , Holidays , Appreciation , Thank You Gifts",6.48,4.8,,"Fiskars SoftGrip Scissors - Contoured Performance All Purpose - 8"" Stainless Steel - Straight Paper Scissors for Office, and Arts and Crafts - Grey","Sep 13, 2023 10:10 pm","Sep 13, 2023 10:10 pm",,hello@nocoded.space,1694623254414x321277419837219260,"{'gender': ['female'], 'age_category': ['under 12', '12 - 18', '18 - 25', '25 - 45'], 'interest': ['arts and crafts', 'home and decor'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': ['child'], 'style': ['practical', 'comfortable yet stylish']}","['female', 'child', 'teenager', 'young adult', 'adult', 'arts and crafts', 'home and decor', 'practical', 'comfortable yet stylish', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']",['female'],"['under 12', '12 - 18', '18 - 25', '25 - 45']","['arts and crafts', 'home and decor']","['birthdays', 'holidays', 'appreciation', 'thank you gifts']",['child'],"['practical', 'comfortable yet stylish']",1694623254414x321277419837219260
15,15,,Arnuixty Colorful Large Storage Pencil Case Pen Bag with Zipper Big Capacity Pouch Organizer for Office Travel Holder Box,6501d9d33c31ed0ac091f639,"https://images-na.ssl-images-amazon.com/images/I/61bDpmbNM7L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Arnuixty-Colorful-Cosmetics-Organizer-Christmas/dp/B09S3XYR8G/ref=zg_bs_g_arts-crafts_sccl_22/132-6973416-4920936?psc=1,"Female , Child , Teenager , Young Adult , Adult , Fashion and Accessories , Arts and Crafts , Travel and Adventure , Home and Decor , Birthdays , Holidays , Appreciation , Thank You Gifts",11.19,4.7,,Arnuixty Colorful Large Storage Pencil Case Pen Bag with Zipper Big Capacity Pouch Organizer for Office Travel Holder Box,"Sep 13, 2023 10:10 pm","Sep 13, 2023 10:10 pm",,hello@nocoded.space,1694623256053x387914530990802300,"{'gender': ['female'], 'age_category': ['under 12', '12 - 18', '18 - 25', '25 - 45'], 'interest': ['fashion and accessories', 'arts and crafts', 'travel and adventure', 'home and decor'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': ['child'], 'style': []}","['female', 'child', 'teenager', 'young adult', 'adult', 'fashion and accessories', 'arts and crafts', 'travel and adventure', 'home and decor', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']",['female'],"['under 12', '12 - 18', '18 - 25', '25 - 45']","['fashion and accessories', 'arts and crafts', 'travel and adventure', 'home and decor']","['birthdays', 'holidays', 'appreciation', 'thank you gifts']",['child'],[],1694623256053x387914530990802300
16,16,,"Apple Barrel Acrylic Paint in Assorted Colors (8 Ounce), 20403 White",6501d9d33c31ed0ac091f63d,"https://images-na.ssl-images-amazon.com/images/I/51nN0mGmGzL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Apple-Barrel-Acrylic-Assorted-Colors/dp/B0018NBVKQ/ref=zg_bs_g_arts-crafts_sccl_25/132-6973416-4920936?psc=1,"Arts and Crafts , Female , Child , Teenager , Young Adult , Adult , Home and Decor , Practical , Comfortable Yet Stylish , Birthdays , Holidays , Appreciation , Thank You Gifts",2.67,4.7,,"Apple Barrel Acrylic Paint in Assorted Colors (8 Ounce), 20403 White","Sep 13, 2023 10:10 pm","Sep 13, 2023 10:10 pm",,hello@nocoded.space,1694623256418x717778589806725800,"{'gender': ['female'], 'age_category': ['under 12', '12 - 18', '18 - 25', '25 - 45'], 'interest': ['arts and crafts', 'home and decor'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': ['child'], 'style': ['practical', 'comfortable yet stylish']}","['arts and crafts', 'female', 'child', 'teenager', 'young adult', 'adult', 'home and decor', 'practical', 'comfortable yet stylish', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']",['female'],"['under 12', '12 - 18', '18 - 25', '25 - 45']","['arts and crafts', 'home and decor']","['birthdays', 'holidays', 'appreciation', 'thank you gifts']",['child'],"['practical', 'comfortable yet stylish']",1694623256418x717778589806725800
17,17,,"(1 Skein) 24/7 Cotton® Yarn, White",6501d9d33c31ed0ac091f645,"https://images-na.ssl-images-amazon.com/images/I/71yOmEJTtML._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Skein-24-Cotton%C2%AE-Yarn-White/dp/B017T97A02/ref=zg_bs_g_arts-crafts_sccl_29/132-6973416-4920936?psc=1,"Female , Adult , Arts and Crafts , Fashion and Accessories , Home and Decor , Minimalistic , Practical , Birthdays , Holidays , Appreciation , Thank You Gifts",4.99,4.6,,"(1 Skein) 24/7 Cotton® Yarn, White","Sep 13, 2023 10:10 pm","Sep 13, 2023 10:10 pm",,hello@nocoded.space,1694623257321x523643092010347840,"{'gender': ['female'], 'age_category': ['25 - 45'], 'interest': ['arts and crafts', 'fashion and accessories', 'home and decor'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['minimalistic', 'practical']}","['female', 'adult', 'arts and crafts', 'fashion and accessories', 'home and decor', 'minimalistic', 'practical', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']",['female'],['25 - 45'],"['arts and crafts', 'fashion and accessories', 'home and decor']","['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['minimalistic', 'practical']",1694623257321x523643092010347840
18,18,,"Neenah White Index Cardstock, 300 Sheets, 110 lb/199 gsm, 94 Brightness, 8.5"" x 11"" - MORE SHEETS! (91635)",6501d9d33c31ed0ac091f647,"https://images-na.ssl-images-amazon.com/images/I/41-48tmg3DL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Neenah-Cardstock-Heavyweight-Brightness-SHEETS/dp/B07QQ3L753/ref=zg_bs_g_arts-crafts_sccl_30/132-6973416-4920936?psc=1,"Female , Male , Young Adult , Adult , Arts and Crafts , Premium Brands , Practical , Birthdays , Holidays , Thank You Gifts , Apologies",15.99,4.7,,"Neenah White Index Cardstock, 300 Sheets, 110 lb/199 gsm, 94 Brightness, 8.5"" x 11"" - MORE SHEETS! (91635)","Sep 13, 2023 10:10 pm","Sep 13, 2023 10:10 pm",,hello@nocoded.space,1694623258328x608432925782813800,"{'gender': ['female', 'male'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['arts and crafts'], 'occasion': ['birthdays', 'holidays', 'thank you gifts', 'apologies'], 'relationship': [], 'style': ['premium brands', 'practical']}","['female', 'male', 'young adult', 'adult', 'arts and crafts', 'premium brands', 'practical', 'birthdays', 'holidays', 'thank you gifts', 'apologies']","['female', 'male']","['18 - 25', '25 - 45']",['arts and crafts'],"['birthdays', 'holidays', 'thank you gifts', 'apologies']",[],"['premium brands', 'practical']",1694623258328x608432925782813800
19,19,,BAGAIL 8 Set Packing Cubes Luggage Packing Organizers for Travel Accessories,6501d9d43c31ed0ac091f7cd,"https://images-na.ssl-images-amazon.com/images/I/61YFsLeZgOL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/BAGAIL-Packing-Lightweight-Organizers-Toiletry/dp/B08S35399Y/ref=zg_bs_g_fashion_sccl_20/132-6973416-4920936?psc=1,"Female , Male , Young Adult , Adult , Travel and Adventure , Fashion and Accessories , Practical , Premium Brands , Birthdays , Anniversaries , Holidays , Graduations , Thank You Gifts",24.99,4.5,,BAGAIL 8 Set Packing Cubes Luggage Packing Organizers for Travel Accessories,"Sep 13, 2023 10:10 pm","Sep 13, 2023 10:10 pm",,hello@nocoded.space,1694623259609x642610669416005600,"{'gender': ['female', 'male'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['travel and adventure', 'fashion and accessories'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'premium brands']}","['female', 'male', 'young adult', 'adult', 'travel and adventure', 'fashion and accessories', 'practical', 'premium brands', 'birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts']","['female', 'male']","['18 - 25', '25 - 45']","['travel and adventure', 'fashion and accessories']","['birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts']",[],"['practical', 'premium brands']",1694623259609x642610669416005600
20,20,,"Premier Protein Shake 30g Protein 1g Sugar 24 Vitamins Minerals Nutrients to Support Immune Health, Chocolate, 11.5 Fl Oz (Pack of 12)",6501d9d43c31ed0ac091f8cd,"https://images-na.ssl-images-amazon.com/images/I/719eDVmYeYL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Premier-Protein-Shake-Chocolate-11-5/dp/B07MJL8NXR/ref=zg_bs_g_grocery_sccl_2/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Fitness and Wellness , Food and Cooking , Sports and Hobbies , Beauty and Self-Care , Premium Brands , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Thank You Gifts",29.98,4.6,,"Premier Protein Shake 30g Protein 1g Sugar 24 Vitamins Minerals Nutrients to Support Immune Health, Chocolate, 11.5 Fl Oz (Pack of 12)","Sep 13, 2023 10:11 pm","Sep 13, 2023 10:11 pm",,hello@nocoded.space,1694623260342x177583780668257860,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['fitness and wellness', 'food and cooking', 'sports and hobbies', 'beauty and self-care'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'young adult', 'adult', 'fitness and wellness', 'food and cooking', 'sports and hobbies', 'beauty and self-care', 'premium brands', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['fitness and wellness', 'food and cooking', 'sports and hobbies', 'beauty and self-care']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",[],"['premium brands', 'practical']",1694623260342x177583780668257860
21,21,,"FGO Organic Matcha Green Tea Powder, Japanese Culinary Grade, Resealable Kraft Bag, 4oz",6501d9d43c31ed0ac091f8eb,"https://images-na.ssl-images-amazon.com/images/I/819aZ7Lc5BL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Organic-Smoothies-Japanese-Culinary-FGO/dp/B08VZ17H3V/ref=zg_bs_g_grocery_sccl_19/132-6973416-4920936?psc=1,"Female , Young Adult , Fitness and Wellness , Food and Cooking , Home and Decor , Minimalistic , Practical , Birthdays , Holidays , Appreciation , Thank You Gifts",19.99,4.6,,"FGO Organic Matcha Green Tea Powder, Japanese Culinary Grade, Resealable Kraft Bag, 4oz","Sep 13, 2023 10:11 pm","Sep 13, 2023 10:11 pm",,hello@nocoded.space,1694623261334x954803195586399100,"{'gender': ['female'], 'age_category': ['18 - 25'], 'interest': ['fitness and wellness', 'food and cooking', 'home and decor'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['minimalistic', 'practical']}","['female', 'young adult', 'fitness and wellness', 'food and cooking', 'home and decor', 'minimalistic', 'practical', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']",['female'],['18 - 25'],"['fitness and wellness', 'food and cooking', 'home and decor']","['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['minimalistic', 'practical']",1694623261334x954803195586399100
22,22,,Cats Dogs ID Tags Personalized Lovely Symbols Pets Collar Name Accessories Simple Custom Engraved Products for Extra Small Four Legged Child Necklace Chain Anti-Lost Shiny Stainless Steel Charm,6501d9d43c31ed0ac091f907,"https://images-na.ssl-images-amazon.com/images/I/61pFszChatL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Personalized-Accessories-Engraved-Anti-Lost-Stainless/dp/B096G34R6P/ref=zg_bs_g_handmade_sccl_3/132-6973416-4920936?psc=1,"Pets and Animal Lovers , Male , Female , Adult , Fashion and Accessories , Classic and Timeless , Practical , Comfortable Yet Stylish , Premium Brands , Minimalistic , Birthdays , Anniversaries , Holidays , Appreciation , Thank You Gifts",5.98,4.7,,Cats Dogs ID Tags Personalized Lovely Symbols Pets Collar Name Accessories Simple Custom Engraved Products for Extra Small Four Legged Child Necklace Chain Anti-Lost Shiny Stainless Steel Charm,"Sep 13, 2023 10:11 pm","Sep 13, 2023 10:11 pm",,hello@nocoded.space,1694623262343x618531793909620000,"{'gender': ['male', 'female'], 'age_category': ['25 - 45'], 'interest': ['pets and animal lovers', 'fashion and accessories'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['classic and timeless', 'practical', 'comfortable yet stylish', 'premium brands', 'minimalistic']}","['pets and animal lovers', 'male', 'female', 'adult', 'fashion and accessories', 'classic and timeless', 'practical', 'comfortable yet stylish', 'premium brands', 'minimalistic', 'birthdays', 'anniversaries', 'holidays', 'appreciation', 'thank you gifts']","['male', 'female']",['25 - 45'],"['pets and animal lovers', 'fashion and accessories']","['birthdays', 'anniversaries', 'holidays', 'appreciation', 'thank you gifts']",[],"['classic and timeless', 'practical', 'comfortable yet stylish', 'premium brands', 'minimalistic']",1694623262343x618531793909620000
23,23,,"Discovered Designs Mailbox Number (White 3"" Number, 1) Premium 3D Acrylic Self Stick House Numbers for Outside Modern Address Numbers for Mailbox Numbers For Outside Modern Sticker",6501d9d43c31ed0ac091f90f,"https://images-na.ssl-images-amazon.com/images/I/61npKpLut7L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Discovered-Designs-Mailbox-Premium-Acrylic/dp/B0BHF89GW6/ref=zg_bs_g_handmade_sccl_7/132-6973416-4920936?psc=1,"Male , Female , Adult , Home and Decor , Minimalistic , Premium Brands , Practical , Birthdays , Anniversaries , Holidays , Thank You Gifts",3.99,4.6,,"Discovered Designs Mailbox Number (White 3"" Number, 1) Premium 3D Acrylic Self Stick House Numbers for Outside Modern Address Numbers for Mailbox Numbers For Outside Modern Sticker","Sep 13, 2023 10:11 pm","Sep 13, 2023 10:11 pm",,hello@nocoded.space,1694623263358x750447273127468300,"{'gender': ['male', 'female'], 'age_category': ['25 - 45'], 'interest': ['home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'thank you gifts'], 'relationship': [], 'style': ['minimalistic', 'premium brands', 'practical']}","['male', 'female', 'adult', 'home and decor', 'minimalistic', 'premium brands', 'practical', 'birthdays', 'anniversaries', 'holidays', 'thank you gifts']","['male', 'female']",['25 - 45'],['home and decor'],"['birthdays', 'anniversaries', 'holidays', 'thank you gifts']",[],"['minimalistic', 'premium brands', 'practical']",1694623263358x750447273127468300
24,24,,"Premium, high quality, personalized, customizable, all-purpose, name and icon labels for school, camp, daycare, clothing, in multiple sizes, 99 colors, 20 fonts, white background, 600 icons",6501d9d43c31ed0ac091f915,"https://images-na.ssl-images-amazon.com/images/I/91Nb31llyuL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Personalized-customizable-all-purpose-clothing-background/dp/B07SQM4RWX/ref=zg_bs_g_handmade_sccl_11/132-6973416-4920936?psc=1,"Female , Child , Teenager , Young Adult , Adult , Fashion and Accessories , Home and Decor , Practical , Comfortable Yet Stylish , Premium Brands , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",19.99,4.8,,"Premium, high quality, personalized, customizable, all-purpose, name and icon labels for school, camp, daycare, clothing, in multiple sizes, 99 colors, 20 fonts, white background, 600 icons","Sep 13, 2023 10:11 pm","Sep 13, 2023 10:11 pm",,hello@nocoded.space,1694623264336x476705621254659650,"{'gender': ['female'], 'age_category': ['under 12', '12 - 18', '18 - 25', '25 - 45'], 'interest': ['fashion and accessories', 'home and decor'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': ['child'], 'style': ['practical', 'comfortable yet stylish', 'premium brands']}","['female', 'child', 'teenager', 'young adult', 'adult', 'fashion and accessories', 'home and decor', 'practical', 'comfortable yet stylish', 'premium brands', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",['female'],"['under 12', '12 - 18', '18 - 25', '25 - 45']","['fashion and accessories', 'home and decor']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",['child'],"['practical', 'comfortable yet stylish', 'premium brands']",1694623264336x476705621254659650
25,25,,"WAX & WIT Happy Birthday Gifts for Women, Happy Birthday Candles Gifts for Women, Happy Birthday Gifts for Her, Birthday Gifts for Friend - Vanilla, Buttercream, Sugar Soy Candle 9oz",6501d9d43c31ed0ac091f923,"https://images-na.ssl-images-amazon.com/images/I/71iQfRYXgUL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Candles-Gifts-For-Women/dp/B09YGM79ZD/ref=zg_bs_g_handmade_sccl_19/132-6973416-4920936?psc=1,"Female , Adult , Fashion and Accessories , Home and Decor , Birthdays , Thank You Gifts , Premium Brands , Comfortable Yet Stylish , Minimalistic , Practical",10.99,4.6,,"WAX & WIT Happy Birthday Gifts for Women, Happy Birthday Candles Gifts for Women, Happy Birthday Gifts for Her, Birthday Gifts for Friend - Vanilla, Buttercream, Sugar Soy Candle 9oz","Sep 13, 2023 10:11 pm","Sep 13, 2023 10:11 pm",,hello@nocoded.space,1694623265480x170327546974718980,"{'gender': ['female'], 'age_category': ['25 - 45'], 'interest': ['fashion and accessories', 'home and decor'], 'occasion': ['birthdays', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'comfortable yet stylish', 'minimalistic', 'practical']}","['female', 'adult', 'fashion and accessories', 'home and decor', 'birthdays', 'thank you gifts', 'premium brands', 'comfortable yet stylish', 'minimalistic', 'practical']",['female'],['25 - 45'],"['fashion and accessories', 'home and decor']","['birthdays', 'thank you gifts']",[],"['premium brands', 'comfortable yet stylish', 'minimalistic', 'practical']",1694623265480x170327546974718980
26,26,,"Stanley Quencher H2.0 FlowState Stainless Steel Vacuum Insulated Tumbler with Lid and Straw for Water, Iced Tea or Coffee, Smoothie and More",6501d9d53c31ed0ac091f977,"https://images-na.ssl-images-amazon.com/images/I/51wIbfOzjyL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Stanley-Quencher-FlowState-Stainless-Insulated/dp/B0C35G8XB8/ref=zg_bs_g_home-garden_sccl_2/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Fitness and Wellness , Outdoor and Nature , Practical , Premium Brands , Minimalistic , Birthdays , Anniversaries , Holidays , Graduations , Thank You Gifts",45.0,4.7,,"Stanley Quencher H2.0 FlowState Stainless Steel Vacuum Insulated Tumbler with Lid and Straw for Water, Iced Tea or Coffee, Smoothie and More","Sep 13, 2023 10:11 pm","Sep 13, 2023 10:11 pm",,hello@nocoded.space,1694623266371x179103205274590660,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['fitness and wellness', 'outdoor and nature'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'premium brands', 'minimalistic']}","['male', 'female', 'young adult', 'adult', 'fitness and wellness', 'outdoor and nature', 'practical', 'premium brands', 'minimalistic', 'birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['fitness and wellness', 'outdoor and nature']","['birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts']",[],"['practical', 'premium brands', 'minimalistic']",1694623266371x179103205274590660
