,Unnamed: 0.1,Unnamed: 0,Id,profile_unique_id,Liked Products/User,Recommended Products,Products,list_Preferences,list_interest,list_style,list_occasion,list_gender,list_age,list_relationship,join_key,list_Profiles,user_unique_id,Creation Date,Modified Date,parsed_preferences,Genereated_Recommends,Random_Generated_Clicks,all_unique_id
10,10,10,6564ad81bb9074351ae8f0d8,1701096832923x819643278888009700,1696265547717x944390873117582300,"(data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector)","1696265546759x302554275626445200 , 1696265547717x944390873117582300 , 1696265554668x858081380643043500 , 1696265555701x401857524822091700 , 1696265544791x893724028251703400 , 1696265562816x496162930983332000 , 1696265545828x911224905631472300 , 1696265563909x633299248895936800 , 1696265550607x548617498236201100 , 1696265564972x742251055948735000 , 1696265565991x342433710379787460 , 1696265566782x519965294085110100 , 1696265567814x264835936624106660 , 1696265551637x268348827307820740 , 1696265568959x799696197241046800 , 1696265552652x103191292250754740 , 1696265543991x556916600533235500 , 1696265570106x287668230200030620 , 1696265553642x796662710988111000 , 1696265556681x519153699811399700 , 1696265557652x143593466685808980 , 1696695517863x248151472134366050 , 1696695518858x527211256736563900 , 1696265572022x375387490468441100 , 1701096857495x571192731507688200 , 1696265559159x105518056035937010 , 1701096859516x503355096677604800 , 1696265559833x589350409888654200 , 1696265560845x411613244597730940 , 1701096862685x329852033117816500","['comfortable yet stylish', 'fashion and accessories']",['fashion and accessories'],['comfortable yet stylish'],['birthdays'],['female'],['45 - 65'],['parent'],1701096832923x819643278888009700,1701096832923x819643278888009700,1695733769475x251875002547124350,"Sep 26, 2023 6:39 pm","Nov 27, 2023 8:23 pm","{'interest': ['fashion and accessories'], 'style': ['comfortable yet stylish'], 'occasion': ['birthdays'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['parent']}",[],['1694624181832x501652098630526600'],unq_id-10
11,11,11,6577f2c0bb9074351ae8f11a,1702359743926x388779999150211100,,"(data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector)","1696778065187x934733550931766000 , 1696778066056x156823528466174080 , 1696778068073x696558079371313200 , 1696778069036x258686144582702240 , 1696778067041x156784314312198300","['classic and timeless', 'comfortable yet stylish', 'fitness and wellness', 'fashion and accessories', 'travel and adventure', 'outdoor and nature', 'home and decor']","['fitness and wellness', 'fashion and accessories', 'travel and adventure', 'outdoor and nature', 'home and decor']","['classic and timeless', 'comfortable yet stylish']",['birthdays'],['male'],['25 - 45'],['friend'],1702359743926x388779999150211100, 1702359743926x388779999150211100,1700977606514x644347371288049400,"Nov 26, 2023 11:16 am","Dec 12, 2023 11:12 am","{'interest': ['fitness and wellness', 'fashion and accessories', 'travel and adventure', 'outdoor and nature', 'home and decor'], 'style': ['classic and timeless', 'comfortable yet stylish'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['friend']}",[],['1694623754337x680228773059955200'],unq_id-11
12,12,12,6597d21fbb9074351ae8f125,1704448543242x844062488291442700,1695942601474x177590380869441200,,"1695942601474x177590380869441200 , 1695942607494x101333340793251950 , 1695942608475x763583049173187000 , 1695942609422x808413214044237700 , 1695942610434x580175664502505100 , 1695942620412x320545898175664400 , 1695942621337x102411879911716200 , 1695942622432x327888983817303800 , 1704448552525x871278276498135200 , 1695942623465x480132509200809700 , 1704448554434x320803539314943740 , 1695942624390x257877509490928480 , 1704448556653x953347374715408300 , 1695942625356x987948487080829400 , 1695942598636x785946791533862000 , 1704448559537x271801169214314080 , 1704448560412x797581528260723100 , 1704448561364x238259057780919170 , 1704448562440x450964426847806140 , 1704448563363x331107351892366400 , 1696474672437x972109827251508100 , 1704448565346x409517436815655100 , 1704448566358x164775220563958980 , 1704448567430x474151443219400500 , 1704448568392x478336703300610750 , 1704448570040x409232573059408200 , 1704448570473x316278457403149630 , 1695942611638x877932826170158200 , 1695942612387x759926721420278700 , 1696474673451x284908406278138620","['classic and timeless', 'practical']",[],"['classic and timeless', 'practical']",['birthdays'],['female'],['12 - 18'],['friend'],1704448543242x844062488291442700,1704448543242x844062488291442700,1704448186342x371047975352703400,"Jan 5, 2024 3:19 pm","Jan 5, 2024 3:25 pm","{'interest': [], 'style': ['classic and timeless', 'practical'], 'occasion': ['birthdays'], 'gender': ['female'], 'age_category': ['12 - 18'], 'relationship': ['friend']}",[],['1696351105986x552823083556598800'],unq_id-12
13,13,13,659aa77abb9074351ae8f17f,1704634234526x161739652580769800,,"(data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector)","1695942620412x320545898175664400 , 1695942621337x102411879911716200 , 1695942622432x327888983817303800 , 1704448552525x871278276498135200 , 1695942623465x480132509200809700 , 1704448554434x320803539314943740 , 1695942624390x257877509490928480 , 1704448556653x953347374715408300 , 1695942625356x987948487080829400 , 1695942598636x785946791533862000 , 1695942601474x177590380869441200 , 1704448560412x797581528260723100 , 1704448561364x238259057780919170 , 1704634248754x992048435479508500 , 1704448562440x450964426847806140 , 1704448563363x331107351892366400 , 1704448565346x409517436815655100 , 1704448566358x164775220563958980 , 1704448567430x474151443219400500 , 1704448570040x409232573059408200 , 1704448570473x316278457403149630 , 1695942611638x877932826170158200 , 1695942612387x759926721420278700 , 1696474679465x514839713381415100 , 1695942602446x422012243339750660 , 1695942603345x176319672058410600 , 1695942604548x763821546127128300 , 1695942614414x891099131138326900 , 1695942606558x569238888724172800 , 1695942615489x118023354765366620","['classic and timeless', 'fitness and wellness']",['fitness and wellness'],['classic and timeless'],['birthdays'],['male'],['18 - 25'],['friend'],1704634234526x161739652580769800,1704634234526x161739652580769800 ,1704618348923x866653543418059400,"Jan 7, 2024 2:35 pm","Jan 12, 2024 12:49 pm","{'interest': ['fitness and wellness'], 'style': ['classic and timeless'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['friend']}",[],"['1695831212247x162230949687725000', '1694624876095x429243004392885900']",unq_id-13
14,14,14,659b924fbb9074351ae8f1dc,1704694351995x724670002000035800,1695942610434x580175664502505100,"(data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector)","1695942601474x177590380869441200 , 1695942616424x954139705547970300 , 1696474687570x999695260058153500 , 1695942610434x580175664502505100 , 1695942620412x320545898175664400 , 1695942621337x102411879911716200 , 1695942622432x327888983817303800 , 1704448552525x871278276498135200 , 1695942623465x480132509200809700 , 1704448554434x320803539314943740 , 1695942624390x257877509490928480 , 1704448556653x953347374715408300 , 1695942625356x987948487080829400 , 1695942598636x785946791533862000 , 1704634248754x992048435479508500 , 1704448562440x450964426847806140 , 1704448563363x331107351892366400 , 1704448566358x164775220563958980 , 1704448567430x474151443219400500 , 1704448570040x409232573059408200 , 1704448570473x316278457403149630 , 1695942612387x759926721420278700 , 1695942602446x422012243339750660 , 1695942603345x176319672058410600 , 1695942604548x763821546127128300 , 1695942614414x891099131138326900 , 1695942606558x569238888724172800 , 1695942615489x118023354765366620 , 1704694379637x567345113234550400 , 1695942608475x763583049173187000","['classic and timeless', 'comfortable yet stylish', 'tech and gadgets', 'fitness and wellness', 'fashion and accessories']","['tech and gadgets', 'fitness and wellness', 'fashion and accessories']","['classic and timeless', 'comfortable yet stylish']",['birthdays'],['male'],['18 - 25'],['friend'],1704694351995x724670002000035800, 1704694351995x724670002000035800 ,1704618348923x866653543418059400,"Jan 7, 2024 2:35 pm","Jan 12, 2024 12:49 pm","{'interest': ['tech and gadgets', 'fitness and wellness', 'fashion and accessories'], 'style': ['classic and timeless', 'comfortable yet stylish'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['friend']}",[],"['1704448570473x316278457403149630', '1696265544791x893724028251703400', '1696778067041x156784314312198300']",unq_id-14
15,15,15,659bef9bbb9074351ae8f292,1704718083085x898087362459336700,1695942606558x569238888724172800,"(data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector) , (data from API connector)","1695942611638x877932826170158200 , 1695942604548x763821546127128300 , 1695942606558x569238888724172800 , 1695942615489x118023354765366620 , 1695942607494x101333340793251950 , 1695942598636x785946791533862000 , 1695942599430x202597535257337920 , 1695942602446x422012243339750660 , 1695942603345x176319672058410600 , 1695942614414x891099131138326900 , 1695942608475x763583049173187000 , 1695942620412x320545898175664400 , 1695942622432x327888983817303800 , 1695942623465x480132509200809700 , 1704448556653x953347374715408300 , 1695942625356x987948487080829400 , 1695942601474x177590380869441200 , 1695942626347x179695169501877380 , 1695942612387x759926721420278700 , 1695942600357x419393516727613060 , 1695942616424x954139705547970300 , 1704694379637x567345113234550400 , 1704718258093x674974750340791300 , 1695942609422x808413214044237700 , 1704718259963x428543439380203460 , 1696474687570x999695260058153500 , 1704718261931x226323713942326430 , 1704718262955x530643394527881660 , 1696474690512x712111021929019000 , 1704718265021x647760871428424400","['classic and timeless', 'comfortable yet stylish', 'minimalistic', 'fitness and wellness', 'travel and adventure', 'food and cooking', 'books and learning']","['fitness and wellness', 'travel and adventure', 'food and cooking', 'books and learning']","['classic and timeless', 'comfortable yet stylish', 'minimalistic']",['graduations'],['male'],['25 - 45'],['friend'],1704718083085x898087362459336700, 1704718083085x898087362459336700,1704618348923x866653543418059400,"Jan 7, 2024 2:35 pm","Jan 12, 2024 12:49 pm","{'interest': ['fitness and wellness', 'travel and adventure', 'food and cooking', 'books and learning'], 'style': ['classic and timeless', 'comfortable yet stylish', 'minimalistic'], 'occasion': ['graduations'], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['friend']}",[],['1696265544791x893724028251703400'],unq_id-15
16,16,0,,random_profile_301,,,,,"['outdoor and nature', 'fashion and accessories', 'tech and gadgets', 'fitness and wellness']","['bougie', 'practical', 'chill', 'minimalistic', 'premium brands', 'classic and timeless']",['graduations'],['male'],['18 - 25'],['spouse or significant other'],,,random_user_59,,,"{'interest': ['outdoor and nature', 'fashion and accessories', 'tech and gadgets', 'fitness and wellness'], 'style': ['bougie', 'practical', 'chill', 'minimalistic', 'premium brands', 'classic and timeless'], 'occasion': ['graduations'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['spouse or significant other']}",[],"['1694623738492x572974849673625100', '1695942620412x320545898175664400', '1694623760410x244305069797907680', '1696351107879x791363214252172000']",unq_id-16
17,17,1,,random_profile_854,,,,,['home and decor'],['comfortable yet stylish'],['promotions and achievements'],['female'],['12 - 18'],['grand parent'],,,random_user_139,,,"{'interest': ['home and decor'], 'style': ['comfortable yet stylish'], 'occasion': ['promotions and achievements'], 'gender': ['female'], 'age_category': ['12 - 18'], 'relationship': ['grand parent']}",[],"['1704715930006x762063400405827600', '1695831227958x813604938335412500']",unq_id-17
18,18,2,,random_profile_521,,,,,"['food and cooking', 'arts and crafts', 'art and culture', 'pets and animal lovers', 'beauty and self-care']","['chill', 'classic and timeless']",['holidays'],['female'],['25 - 45'],['grand parent'],,,random_user_146,,,"{'interest': ['food and cooking', 'arts and crafts', 'art and culture', 'pets and animal lovers', 'beauty and self-care'], 'style': ['chill', 'classic and timeless'], 'occasion': ['holidays'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['grand parent']}",[],"['1696265570751x936264039365242200', '1694624167831x674483890945901800', '1694624874075x859500116131474200']",unq_id-18
19,19,3,,random_profile_308,,,,,"['tech and gadgets', 'art and culture', 'travel and adventure', 'arts and crafts', 'pets and animal lovers', 'sports and hobbies', 'outdoor and nature', 'food and cooking', 'fashion and accessories', 'social impact and charity', 'music and entertainment', 'fitness and wellness', 'books and learning', 'home and decor']","['practical', 'bougie', 'minimalistic', 'comfortable yet stylish']",['graduations'],['female'],['45 - 65'],['grand parent'],,,random_user_286,,,"{'interest': ['tech and gadgets', 'art and culture', 'travel and adventure', 'arts and crafts', 'pets and animal lovers', 'sports and hobbies', 'outdoor and nature', 'food and cooking', 'fashion and accessories', 'social impact and charity', 'music and entertainment', 'fitness and wellness', 'books and learning', 'home and decor'], 'style': ['practical', 'bougie', 'minimalistic', 'comfortable yet stylish'], 'occasion': ['graduations'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['grand parent']}",[],"['1694623269472x191074916696782880', '1696265560845x411613244597730940']",unq_id-19
20,20,4,,random_profile_932,,,,,"['social impact and charity', 'fitness and wellness', 'tech and gadgets', 'music and entertainment', 'arts and crafts', 'sports and hobbies', 'outdoor and nature', 'travel and adventure', 'books and learning', 'spirituality', 'home and decor']","['minimalistic', 'premium brands']",['weddings'],['male'],['18 - 25'],['child'],,,random_user_224,,,"{'interest': ['social impact and charity', 'fitness and wellness', 'tech and gadgets', 'music and entertainment', 'arts and crafts', 'sports and hobbies', 'outdoor and nature', 'travel and adventure', 'books and learning', 'spirituality', 'home and decor'], 'style': ['minimalistic', 'premium brands'], 'occasion': ['weddings'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['child']}",[],"['1694624183814x773993488915677700', '1696474690512x712111021929019000']",unq_id-20
21,21,5,,random_profile_813,,,,,"['pets and animal lovers', 'fitness and wellness', 'home and decor', 'music and entertainment', 'outdoor and nature', 'beauty and self-care', 'spirituality', 'sports and hobbies', 'tech and gadgets', 'travel and adventure', 'fashion and accessories', 'arts and crafts', 'art and culture']","['practical', 'minimalistic', 'classic and timeless', 'comfortable yet stylish', 'bougie', 'premium brands']",['promotions and achievements'],['female'],['25 - 45'],['spouse or significant other'],,,random_user_187,,,"{'interest': ['pets and animal lovers', 'fitness and wellness', 'home and decor', 'music and entertainment', 'outdoor and nature', 'beauty and self-care', 'spirituality', 'sports and hobbies', 'tech and gadgets', 'travel and adventure', 'fashion and accessories', 'arts and crafts', 'art and culture'], 'style': ['practical', 'minimalistic', 'classic and timeless', 'comfortable yet stylish', 'bougie', 'premium brands'], 'occasion': ['promotions and achievements'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['spouse or significant other']}",[],['1694623256418x717778589806725800'],unq_id-21
22,22,6,,random_profile_233,,,,,"['music and entertainment', 'travel and adventure', 'books and learning']","['premium brands', 'bougie', 'practical', 'classic and timeless', 'comfortable yet stylish', 'chill']","[""valentine's day""]",['male'],['65 +'],['parent'],,,random_user_204,,,"{'interest': ['music and entertainment', 'travel and adventure', 'books and learning'], 'style': ['premium brands', 'bougie', 'practical', 'classic and timeless', 'comfortable yet stylish', 'chill'], 'occasion': [""valentine's day""], 'gender': ['male'], 'age_category': ['65 +'], 'relationship': ['parent']}",[],['1694623256053x387914530990802300'],unq_id-22
23,23,7,,random_profile_188,,,,,"['pets and animal lovers', 'travel and adventure', 'art and culture', 'home and decor', 'social impact and charity', 'spirituality', 'outdoor and nature', 'tech and gadgets', 'arts and crafts']","['minimalistic', 'chill', 'premium brands', 'practical', 'comfortable yet stylish', 'bougie']",['promotions and achievements'],['female'],['25 - 45'],['girlfriend'],,,random_user_49,,,"{'interest': ['pets and animal lovers', 'travel and adventure', 'art and culture', 'home and decor', 'social impact and charity', 'spirituality', 'outdoor and nature', 'tech and gadgets', 'arts and crafts'], 'style': ['minimalistic', 'chill', 'premium brands', 'practical', 'comfortable yet stylish', 'bougie'], 'occasion': ['promotions and achievements'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['girlfriend']}",[],['1694623263358x750447273127468300'],unq_id-23
24,24,8,,random_profile_237,,,,,"['social impact and charity', 'fashion and accessories', 'pets and animal lovers', 'arts and crafts', 'music and entertainment', 'home and decor', 'travel and adventure', 'fitness and wellness', 'spirituality', 'outdoor and nature', 'beauty and self-care']","['premium brands', 'minimalistic', 'classic and timeless']",['retirements'],['female'],['under 12'],['child'],,,random_user_169,,,"{'interest': ['social impact and charity', 'fashion and accessories', 'pets and animal lovers', 'arts and crafts', 'music and entertainment', 'home and decor', 'travel and adventure', 'fitness and wellness', 'spirituality', 'outdoor and nature', 'beauty and self-care'], 'style': ['premium brands', 'minimalistic', 'classic and timeless'], 'occasion': ['retirements'], 'gender': ['female'], 'age_category': ['under 12'], 'relationship': ['child']}",[],"['1696474687570x999695260058153500', '1694624877125x971935041876400500', '1694624157909x286171674076893380', '1695831221194x796684583974607400']",unq_id-24
